,product,alt_name,PFAM,GO_function,GO_process,GO_component,TransMembrane,SECRETED,antiSMASH,MEROPS,EggNog,COG,BUSCO,CAZy,SMCOG,CPSG,CiRS,WT.S/WT.H,p(WT.S/WT.H),Cp_S/Cp_H,p(Cp_S/Cp_H),Beyhan_exp,Whiston_exp
D8B26_001264,ATPase-activating ribosome biosynthesis protein,RLP24,PF01246,,,,,,,,ENOG410PH0Y,J,14832at33183,,,CPSG_06731,CIMG_01978,0.257814234415171,0.36325109466532,0.447259560174262,0.037833226465242,no upreg,no upreg
D8B26_001265,hypothetical protein,,,,,,4 (o32-51i63-83o95-115i240-260o),,,,ENOG410Q583,,,,,CPSG_06730,CIMG_01977,0.222560823695623,0.607608773756725,-1.35581876595963,0.0830050695501689,no upreg,no upreg
D8B26_001266,hypothetical protein,,,,,,,,,,ENOG410PHSP,S,12401at33183,,,CPSG_06728,CIMG_01975,0.00292327742163945,0.989086307504127,-0.709418466616872,0.0385592536056554,no upreg,no upreg
D8B26_001267,hypothetical protein,,,,,,,,,,ENOG410PKQS,S,,,,CPSG_06727,CIMG_01974,-7.41123031898949,4.14107052710475e-05,-1.85139013710253,0.000258553536890185,hyphae_upreg,hyphae_upreg
D8B26_001268,hypothetical protein,,,,,,,,,,ENOG410Q4J6,S,12032at33183,,,,,,,,,,
D8B26_001269,hypothetical protein,,PF08241;PF13649;PF13847, GO:0008168 - methyltransferase activity,,,,,,,ENOG410PMV7,S,12790at33183,,,CPSG_06726,,-0.932338871987616,0.0417080914392517,-0.535494946965033,0.207558390011116,no upreg,no upreg
D8B26_001270,hypothetical protein,,PF00782, GO:0008138 - protein tyrosine/serine/threonine phosphatase activity; GO:0004725 - protein tyrosine phosphatase activity; GO:0016791 - phosphatase activity, GO:0006470 - protein dephosphorylation; GO:0016311 - dephosphorylation,,,,,,ENOG410PMWH,V,,,,CPSG_06725,CIMG_01972,-0.518177710720662,0.261540583572412,-1.03864094554974,0.00580317551760329,no upreg,hyphae_upreg
D8B26_001271,hypothetical protein,,PF00202, GO:0030170 - pyridoxal phosphate binding; GO:0008483 - transaminase activity; GO:0003824 - catalytic activity,,,,,,,ENOG410QDKJ,H,,,,CPSG_06721,CIMG_01969,-0.717658499500255,0.0467618060892124,-0.0903944498157965,0.834682353577382,no upreg,no upreg
D8B26_001272,hypothetical protein,,,,,,,,,,ENOG410PM53,S,3669at33183,,,CPSG_06720,CIMG_01968,0.585541722195958,0.164945934655289,,1.0,no upreg,
D8B26_001273,hypothetical protein,,PF04299,,,,,,,,ENOG410PM5K,K,,,,CPSG_06719,CIMG_01967,-2.31468999496789,0.000171411658331406,-0.802640081951221,0.200043174092559,hyphae_upreg,no upreg
D8B26_001274,hypothetical protein,,,,,,,,,,,,,,,CPSG_06718,,-0.104277519656105,0.855673423715755,0.525925956745558,0.162262320298067,no upreg,no upreg
D8B26_001275,hypothetical protein,,,,,,,,,,ENOG410PZQK,S,,,,CPSG_06717,CIMG_01964,-2.2562650787219,0.0289403721833103,0.720301921411957,0.00564403386344785,hyphae_upreg,no upreg
D8B26_001276,hypothetical protein,,,,,,6 (o30-48i60-78o84-106i118-143o163-181i193-218o),,,,ENOG410PGXJ,S,10016at33183,,,CPSG_06716,CIMG_01963,-3.2134018814492,0.000430998613204186,-1.33128202982015,0.0609301212667245,hyphae_upreg,no upreg
D8B26_001277,methylglyoxal reductase (NADPH-dependent) gre2,GRE2,PF01073;PF01370;PF07993;PF08659;PF13460;PF16363, GO:0003824 - catalytic activity,,,,,,,ENOG410PJT2,Q,10346at33183,,,CPSG_06714,CIMG_01961,-0.630476995730569,0.0490788681648975,0.368043935735811,0.0544557695170495,no upreg,no upreg
D8B26_001278,hypothetical protein,,PF01323, GO:0015035 - protein disulfide oxidoreductase activity; GO:0004519 - endonuclease activity, GO:0006289 - nucleotide-excision repair; GO:0009411 - response to UV,,,,,,ENOG410PHMX,Q,,,,CPSG_06712,CIMG_01960,-0.879796596815544,0.109768200832371,-0.382469960613861,0.177769205916148,no upreg,no upreg
D8B26_001279,hypothetical protein,,,,,,,,,,ENOG410PMFP,S,,,,CPSG_06711,CIMG_01959,0.673889469435869,0.215010354474785,,1.0,no upreg,
D8B26_001280,hypothetical protein,,,,,,,,,,ENOG410Q5FG,,,,,CPSG_06710,CIMG_01958,-1.96993912822651,0.00238915747106688,-0.514009266684744,0.0312927206788869,hyphae_upreg,no upreg
D8B26_001281,hypothetical protein,,PF00172," GO:0008270 - zinc ion binding; GO:0003677 - DNA binding; GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific"," GO:0006351 - transcription, DNA-templated; GO:0006355 - regulation of transcription, DNA-templated", GO:0005634 - nucleus; GO:0042025 - host cell nucleus,,,,,ENOG410PP1W,K,,,,CPSG_06709,CIMG_01957,1.42136973992758,0.00073137295709584,0.241682004624845,0.359902689583329,spherule_upreg,no upreg
D8B26_001282,"RNA binding protein, heterogenous nuclear RNP-K like protein",HEK2,PF00013, GO:0003676 - nucleic acid binding; GO:0003723 - RNA binding,,,,,,,ENOG410PK1N,A,9544at33183,,,CPSG_06707,CIMG_01955,-0.0819899528032,0.714402241751301,0.105769724894041,0.596165373582077,no upreg,no upreg
D8B26_001283,hypothetical protein,,PF00107;PF08240, GO:0016491 - oxidoreductase activity; GO:0008270 - zinc ion binding, GO:0055114 - oxidation-reduction process,,,,,,ENOG410PG9N,Q,8400at33183,,,CPSG_06706,CIMG_01954,-1.12633949310586,0.129820954988029,0.433163369964348,0.460759245571559,no upreg,no upreg
D8B26_001284,N-alpha-acetyltransferase mak3,MAK3,PF00583;PF08445;PF13302;PF13508;PF13673, GO:0008080 - N-acetyltransferase activity,,,,,,,ENOG410PNPA,S,13795at33183,,,CPSG_06705,CIMG_01953,-0.558825747284629,0.122407392347883,0.657946257634239,0.0238109776479775,no upreg,no upreg
D8B26_001285,hypothetical protein,,,,,,,,,,ENOG410PWW2,S,,,,CPSG_06704,CIMG_01952,-0.451915990966045,0.0322477530040391,0.252963408332115,0.136067500385508,no upreg,no upreg
D8B26_001286,hypothetical protein,,,,, GO:0016021 - integral component of membrane,,,,,ENOG410PIJF,S,9625at33183,,,CPSG_06703,CIMG_01951,1.04936559886277,0.00787091344463952,0.724956214454829,0.0067542656460432,spherule_upreg,no upreg
D8B26_001287,hypothetical protein,,PF08641,, GO:0000070 - mitotic sister chromatid segregation, GO:0000776 - kinetochore,,,,,ENOG410PSR7,S,13602at33183,,,CPSG_06702,CIMG_01950,-0.111402948535615,0.720428576041738,-0.877606182116625,0.00168407334875875,no upreg,no upreg
D8B26_001288,"cytosolic factor, phosphatidylinositol/phosphatidylcholine transfer protein",SEC14,PF00650;PF03765,,,,,,,,ENOG410PG4Q,I,,,,,,,,,,,
D8B26_001289,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,
D8B26_001290,hypothetical protein,,,,,,,,,,,,,,,CPSG_06700,,2.22963381417661,0.00177202552905884,1.4620549673544,0.00091647053235513,spherule_upreg,spherule_upreg
D8B26_001291,glyceraldehyde-3-phosphate dehydrogenase 1,GAP1_1,PF00616;PF03836, GO:0005515 - protein binding, GO:0043087 - regulation of GTPase activity; GO:0007165 - signal transduction,,,,,,ENOG410PGAJ,T,1988at33183,,,CPSG_06699,CIMG_01946,-1.15170013305994,0.0390789399581003,-2.79730739590009,2.58434258550512e-07,hyphae_upreg,hyphae_upreg
D8B26_001292,exosome nuclease subunit,RRP6,PF00570;PF01612;PF08066, GO:0008408 - 3'-5' exonuclease activity; GO:0003676 - nucleic acid binding; GO:0003824 - catalytic activity; GO:0000166 - nucleotide binding, GO:0006139 - nucleobase-containing compound metabolic process; GO:0006396 - RNA processing; GO:0044237 - cellular metabolic process, GO:0000176 - nuclear exosome (RNase complex),,,,,ENOG410PGUF,J,248360at4751;2577at33183,,,CPSG_06696,CIMG_01943,0.976336822651372,0.00237054778586116,1.57223855067977,0.000309359248242156,no upreg,spherule_upreg
D8B26_001293,Mitochondrial distribution and morphology protein 35,MDM35,PF05254,,,,,,,,ENOG410PSKT,S,16742at33183,,,CPSG_06695,,0.0685623712329466,0.84863140549147,1.06960137154052,0.0331688730208902,no upreg,spherule_upreg
D8B26_001294,hypothetical protein,,,,,,,,,,ENOG410Q5KH,,,,,CPSG_06694,,-0.434909201556848,0.592497633596661,1.8839536842388,0.0250759426379074,no upreg,spherule_upreg
D8B26_001295,hypothetical protein,,,,,,,,,,,,,,,CPSG_06693,,-0.00483320555950595,0.990815530055744,0.671777933032825,0.137279935511732,no upreg,no upreg
D8B26_001296,phosphatidylinositol N-acetylglucosaminyltransferase subunit gpi1,GPI1,PF05024, GO:0017176 - phosphatidylinositol N-acetylglucosaminyltransferase activity, GO:0006506 - GPI anchor biosynthetic process, GO:0016021 - integral component of membrane,9 (n4-14c19/20o43-65i331-349o355-375i435-453o495-517i524- 544o564-580i601-625o637-656i),,,,ENOG410PFBS,"M,O",271850at4751;2047at33183,,,CPSG_06689,CIMG_01939,0.0819768648079195,0.694575547193384,-0.597546425907105,0.00144662736658275,no upreg,no upreg
D8B26_001297,MutS-like protein,MSH2,PF00488;PF01624;PF05188;PF05190;PF05192, GO:0005524 - ATP binding; GO:0030983 - mismatched DNA binding; GO:0003677 - DNA binding, GO:0006298 - mismatch repair, GO:0032300 - mismatch repair complex,,,,,ENOG410PF86,L,1195at33183,,,CPSG_06688,CIMG_01937,0.924527389928918,0.00620680609791111,0.12208531777103,0.512371154991729,no upreg,no upreg
D8B26_001298,hypothetical protein,,PF16679,,,,,,,,ENOG410PQEH,S,9567at33183,,,CPSG_06687,CIMG_01936,0.735629312947407,0.0256458648800666,-0.0478638735055013,0.901276017021313,no upreg,no upreg
D8B26_001299,hypothetical protein,,,,,,1 (i7-24o),,,,ENOG410PR1H,,,,,CPSG_06686,CIMG_01935,5.20275619711919,5.42011884188587e-05,3.27937830908785,4.05170091516763e-05,spherule_upreg,spherule_upreg
D8B26_001300,hypothetical protein,,PF10277,,,,18 (o20-41i75-97o137-157i169-186o206-229i276-297o303-321i333- 349o355-375i387-404o416-434i455-473o493-515i522-541o547- 566i578-597o609-627i648-668o),,,,ENOG410PG2W,T,956at33183,,,CPSG_06685,CIMG_01934,-1.01266386250262,0.00587221773444475,0.18648900671009,0.229829728982,hyphae_upreg,no upreg
D8B26_001301,U3 snoRNP protein,UTP6,PF08640, GO:0030515 - snoRNA binding; GO:0005515 - protein binding," GO:0006396 - RNA processing; GO:0000462 - maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,,,,ENOG410PJM9,A,228465at4751;8255at33183,,,CPSG_06684,CIMG_01933,0.402021620805943,0.155260330393921,0.217320145812226,0.560757083214889,no upreg,no upreg
D8B26_001302,hypothetical protein,,PF00472, GO:0003747 - translation release factor activity, GO:0006415 - translational termination,,,,,,ENOG410PQCW,J,14468at33183,,,CPSG_06683,CIMG_01932,0.302261187789338,0.229637083711965,0.80984784827374,0.000550783877342607,no upreg,no upreg
D8B26_001303,hypothetical protein,,PF00076, GO:0003676 - nucleic acid binding; GO:0003723 - RNA binding,,,,,,,ENOG410QDTC,A,4293at33183,,,CPSG_06682,CIMG_01931,0.10095375278333,0.68597470308897,-0.542998887291033,0.051028725606997,no upreg,no upreg
D8B26_001304,hypothetical protein,,PF02297,,, GO:0005739 - mitochondrion,,,,,ENOG410PRWH,S,16671at33183,,,CPSG_06681,CIMG_01930,0.8343284385912,0.0635778555384814,0.866933565887835,0.00421657436891394,no upreg,no upreg
D8B26_001305,hypothetical protein,,PF09801,,,,4 (i26-49o69-92i101-118o124-145i),,,,ENOG410PP55,U,,,,CPSG_06680,CIMG_01929,1.21987387706006,0.00343290167511701,-0.0900558722275413,0.706970555782037,spherule_upreg,no upreg
D8B26_001306,hypothetical protein,,PF10392,, GO:0006891 - intra-Golgi vesicle-mediated transport, GO:0017119 - Golgi transport complex,,,,,ENOG410PISE,U,6888at33183,,,CPSG_06679,CIMG_01928,1.11496197274023,0.00398583903063703,2.01111141525562,9.99045974816773e-06,spherule_upreg,spherule_upreg
D8B26_001308,hypothetical protein,,PF00096,,,,,,,,ENOG410PGNP,K,,,,CPSG_06676,CIMG_01926,1.50317687437998,0.000468254940961812,-0.515731141534367,0.0345268587264855,spherule_upreg,no upreg
D8B26_001309,hypothetical protein,,,,,,,,,,ENOG410Q5EJ,,,,,CPSG_06675,CIMG_01925,-1.26773737704594,0.00603626717656013,-0.389594512418211,0.458128603417095,hyphae_upreg,no upreg
D8B26_001310,hypothetical protein,,PF07521;PF10996;PF13299;PF16661,, GO:0006379 - mRNA cleavage; GO:0006378 - mRNA polyadenylation, GO:0005847 - mRNA cleavage and polyadenylation specificity factor complex,,,,,ENOG410PHC8,A,96633at4751;1362at33183,,,CPSG_06674,CIMG_01924,1.92140438492904,0.000381880851784037,1.02575452222375,0.000249198261348581,spherule_upreg,spherule_upreg
D8B26_001311,hypothetical protein,,,,,,,,,,ENOG410PRB1,,,,,CPSG_06673,CIMG_01923,-0.613028634451823,0.264240979144067,-1.77692664603251,0.00440836038205151,no upreg,hyphae_upreg
D8B26_001312,hypothetical protein,,PF13520, GO:0022857 - transmembrane transporter activity, GO:0055085 - transmembrane transport, GO:0016020 - membrane,9 (n2-10c15/16o80-103i115-136o156-175i196-223o250-269i295- 318o324-345i365-386o398-417i),,,,ENOG410PFIU,E,4639at33183,,,CPSG_06672,,-0.0569886474375947,0.84836516798552,0.0840006538645968,0.721402666598309,no upreg,no upreg
D8B26_001313,COPII coat Sec23p-Sfb3p heterodimer component,SFB3,PF00626;PF04810;PF04811;PF04815;PF08033, GO:0008270 - zinc ion binding, GO:0006886 - intracellular protein transport; GO:0006888 - endoplasmic reticulum to Golgi vesicle-mediated transport, GO:0030127 - COPII vesicle coat,,,,,ENOG410PHK7,U,1207at33183,,,CPSG_06669,CIMG_01919,-0.380928961932755,0.0755116281874085,-0.539063071629088,0.00312608095874116,no upreg,no upreg
D8B26_001314,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,
D8B26_001315,hypothetical protein,,PF04681,,,,,SignalP(1-22),,,ENOG410PXV5,S,14216at33183,,,CPSG_06666,CIMG_01917,3.88505805643107,0.00010285352650153,1.48487199340013,0.000109764733275683,spherule_upreg,spherule_upreg
D8B26_001316,hypothetical protein,,PF00005;PF01061, GO:0005524 - ATP binding; GO:0016887 - ATPase activity,, GO:0016020 - membrane,13 (o402-425i437-456o493-509i516-541o547-568i580-597o640- 662i1047-1068o1080-1102i1130-1150o1156-1182i1194- 1217o1273-1294i),,,,ENOG410PHN2,Q,399at33183,,,CPSG_06665,CIMG_01916,0.215853438353274,0.635336972757832,0.683665802167673,0.0328541404758641,no upreg,no upreg
D8B26_001317,hypothetical protein,,PF00172;PF11951," GO:0008270 - zinc ion binding; GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific"," GO:0006355 - regulation of transcription, DNA-templated", GO:0042025 - host cell nucleus,1 (o581-599i),,,,ENOG410PHUC,K,4149at33183,,,CPSG_06659,CIMG_01913,-2.07711934779661,0.000335687411365788,-1.66405762837774,0.000462500294171527,hyphae_upreg,hyphae_upreg
D8B26_001318,hypothetical protein,,,,,,,SignalP(1-18),,,ENOG410PQY9,,,,,CPSG_06658,CIMG_01911,2.16964492835493,0.00105305007984466,-0.745166626934672,0.124916431191359,spherule_upreg,no upreg
D8B26_001319,hypothetical protein,,PF10361,,,,7 (o89-108i129-149o155-180i213-231o263-283i295-319o339- 362i),,,,ENOG410PFWC,S,5526at33183,,,CPSG_06657,CIMG_01910,0.137918932838101,0.589559013884746,1.15130148785895,2.24531137730508e-05,no upreg,spherule_upreg
D8B26_001320,hypothetical protein,,PF09729,,,,,,,,ENOG410PFFC,"G,T",8222at33183,,,CPSG_06655,,0.0110255409825752,0.977296655866442,-0.0246745183689292,0.912791412406291,no upreg,no upreg
D8B26_001321,hypothetical protein,,, GO:0008233 - peptidase activity, GO:0006508 - proteolysis,,,SignalP(1-28),,,ENOG410PIKM,,,,,CPSG_06651,CIMG_01906,-4.24766690658006,0.0016292978997603,-1.38120831554165,0.000262790148921476,hyphae_upreg,hyphae_upreg
D8B26_001322,hypothetical protein,,PF01565, GO:0016491 - oxidoreductase activity; GO:0050660 - flavin adenine dinucleotide binding; GO:0071949 - FAD binding; GO:0003824 - catalytic activity, GO:0055114 - oxidation-reduction process,,,,,,ENOG410PK95,C,,,,CPSG_06648,CIMG_01903,-0.833059931457002,0.0933187837136231,0.0503489839228504,0.849156838230991,no upreg,no upreg
D8B26_001323,asparaginyl-tRNA synthetase,SLM5,PF00152;PF01336, GO:0004812 - aminoacyl-tRNA ligase activity; GO:0005524 - ATP binding; GO:0000166 - nucleotide binding; GO:0004816 - asparagine-tRNA ligase activity; GO:0003676 - nucleic acid binding, GO:0006418 - tRNA aminoacylation for protein translation; GO:0006421 - asparaginyl-tRNA aminoacylation,,,,,,ENOG410PI3Y,J,4074at33183,,,CPSG_06647,CIMG_01902,-0.237437597712836,0.62120391513556,0.711662089878755,0.00070112999592764,no upreg,no upreg
D8B26_001324,hypothetical protein,,PF00076, GO:0003676 - nucleic acid binding,,,,,,,ENOG410PX55,A,2018at33183,,,CPSG_06646,CIMG_01901,0.290327215646548,0.313914435946862,0.652435161069915,0.0291440921167639,no upreg,no upreg
D8B26_001325,hypothetical protein,,PF01853;PF17772, GO:0004402 - histone acetyltransferase activity," GO:0006355 - regulation of transcription, DNA-templated; GO:0016573 - histone acetylation",,,,,,ENOG410PNE7,B,9809at33183,,,CPSG_06645,CIMG_01900,-0.474056496805271,0.117703153001888,-0.496940256999311,0.0398788207941622,no upreg,no upreg
D8B26_001326,T-complex protein 1 subunit zeta,CCT6,PF00118, GO:0005524 - ATP binding; GO:0051082 - unfolded protein binding, GO:0006457 - protein folding,,,,,,ENOG410PHIM,O,129160at4751;4166at33183,,,CPSG_06644,CIMG_01899,-0.0657854788540888,0.791099341652364,-0.368617102793253,0.0219527089622573,no upreg,no upreg
D8B26_001327,snoRNP complex protein nop56,NOP56,PF01798;PF08156,,,,,,,,ENOG410PGNS,"A,J",6344at33183,,,CPSG_06642,CIMG_01897,0.663608702631427,0.0499720304855785,-0.227535389146441,0.268166349287957,no upreg,no upreg
D8B26_001328,hypothetical protein,,,,,,,,,,ENOG410PS5P,,14138at33183,,,CPSG_06641,CIMG_01896,1.11401527218963,0.00278267126231714,0.641275053766025,0.0376759100146055,spherule_upreg,no upreg
D8B26_001329,hypothetical protein,,PF12597,, GO:0033617 - mitochondrial cytochrome c oxidase assembly, GO:0005743 - mitochondrial inner membrane,2 (i115-133o139-157i),,,,ENOG410PSGF,S,14720at33183,,,CPSG_06640,CIMG_01895,1.01179677108129,0.00796811295313186,0.527489660433036,0.00353106803114854,spherule_upreg,no upreg
D8B26_001330,DNA polymerase epsilon catalytic subunit,POL2,PF00136;PF03104;PF08490;PF10108, GO:0008270 - zinc ion binding; GO:0003887 - DNA-directed DNA polymerase activity; GO:0003676 - nucleic acid binding; GO:0000166 - nucleotide binding; GO:0003677 - DNA binding, GO:0006260 - DNA replication; GO:0006281 - DNA repair, GO:0005634 - nucleus; GO:0008622 - epsilon DNA polymerase complex,,,,,ENOG410PGZD,L,6812at4751;69at33183,,,CPSG_06639,CIMG_01894,-0.866565625395149,0.0173645219090278,-0.922362944582797,0.0134255720927621,no upreg,no upreg
D8B26_001331,hypothetical protein,,PF00069;PF07714;PF14531, GO:0004672 - protein kinase activity; GO:0005524 - ATP binding, GO:0006468 - protein phosphorylation,,,,,,ENOG410PFTR,T,6902at33183,,,CPSG_06638,CIMG_01893,-1.15425943817164,0.00143682708845887,-0.613344900607345,0.027687762750327,hyphae_upreg,no upreg
D8B26_001332,hypothetical protein,,PF01871,,,,,,,,ENOG410PN75,S,467847at4751;12344at33183,,,CPSG_06637,CIMG_01892,0.264617060437056,0.225987625714596,0.165978090498489,0.34732226873185,no upreg,no upreg
D8B26_001333,hypothetical protein,,,,,,,SignalP(1-17),,,,,,,,CPSG_06635,,3.29810745674571,0.000406157864773489,2.24496846595408,6.19938462967859e-05,spherule_upreg,spherule_upreg
D8B26_001334,hypothetical protein,,PF07093,,,,,,,,ENOG410PFBE,K,4447at33183,,,CPSG_06634,CIMG_01891,-0.860218077723907,0.00374327619395197,0.607211501123312,0.0102436111551106,no upreg,no upreg
D8B26_001335,hypothetical protein,,PF07989;PF10495,,, GO:0005815 - microtubule organizing center,,,,,ENOG410PKZY,S,1030at33183,,,CPSG_06633,CIMG_01890,-2.1811942547579,0.000834898580548625,-0.927525520497448,0.00265700009577846,hyphae_upreg,no upreg
D8B26_001336,Vacuolar protein sorting-associated protein 4,VPS4,PF00004;PF04212;PF09336, GO:0005524 - ATP binding,,,,,,,ENOG410PG4M,O,6880at33183,,,CPSG_06632,CIMG_01889,0.0673437083541977,0.759835908063518,-0.00178503564974974,0.992309650368457,no upreg,no upreg
D8B26_001337,hypothetical protein,,PF01920;PF13758, GO:0051082 - unfolded protein binding, GO:0006457 - protein folding, GO:0016272 - prefoldin complex,,,,,ENOG410PQV2,O,16604at33183,,,CPSG_06631,CIMG_01888,0.267221094428864,0.322610871611942,1.0611667499583,4.97938390640062e-05,no upreg,spherule_upreg
D8B26_001338,hypothetical protein,,PF01676;PF06415, GO:0004619 - phosphoglycerate mutase activity; GO:0030145 - manganese ion binding; GO:0003824 - catalytic activity; GO:0046872 - metal ion binding, GO:0006007 - glucose catabolic process, GO:0005737 - cytoplasm,,,,,ENOG410PHC1,G,4503at33183,,,CPSG_06630,CIMG_01887,0.476524030640876,0.0756502889002103,0.295027392253444,0.264924706836402,no upreg,no upreg
D8B26_001339,hypothetical protein,,PF07544, GO:0003712 - transcription coregulator activity, GO:0006357 - regulation of transcription by RNA polymerase II, GO:0016592 - mediator complex,,,,,ENOG410PTYG,S,,,,CPSG_06629,CIMG_01886,2.32915774250937,0.000118338685178982,1.1259821628973,0.000175846369730782,spherule_upreg,spherule_upreg
